pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment
7434,A man is sitting on a train and resting his hand against his face,A man is standing on a train and resting his hand on his lap,3.4,NEUTRAL
7437,A man is sitting on a train and resting his hand against his face,The hairy man is sitting on a train,3.2,NEUTRAL
7438,A man is sitting on a train and resting his hand against his face,The bearded man is not sitting on a train,2.1,NEUTRAL
7441,A man is sitting on a train and resting his hand against his face,The bearded man is sitting on a train,3.8,NEUTRAL
7444,The show for the small child is being set on an exciting swing at the park,A small child is showing excitement on a swing set at the park,2.9,NEUTRAL
7446,The little girl is not swinging and the woman is not standing behind her,The little girl is swinging and the woman is standing behind her,3.1,CONTRADICTION
7451,A small child is showing excitement on a set of swings at the park,The little girl is swinging and the woman is standing behind her,3.115,NEUTRAL
7452,A small child is showing boredom on a swing set at the park,The little girl is swinging and the woman is standing behind her,3,NEUTRAL
7454,The little girl is swinging and the woman is standing behind her,A small child is showing excitement on a swing set at the park,2.9,NEUTRAL
7455,A man is performing a trick on a surfboard in the water,A person is performing a trick on a surfboard in the water,4.8,ENTAILMENT
7457,A surfer is riding the wave,The wave is being ridden by a surfer,4.8,ENTAILMENT
7459,A surfer is riding the wave,A rider is surfing the wave,4.6,ENTAILMENT
7461,There is no surfer riding the wave,A man is performing a trick on a surfboard in the water,3,NEUTRAL
7462,A rider is surfing the wave,A man is performing a trick on a surfboard in the water,4.4,NEUTRAL
7468,The group of people is sitting in a dim room,The group of dim people is sitting in a room,3.5,NEUTRAL
7470,A man and two women are standing in a bright room by a table with candles,A man and two women in a darkened room are sitting at a table with candles,4.2,NEUTRAL
7472,A man and two women are standing in a bright room by a table with candles,The group of people is sitting in a dim room,3.1,NEUTRAL
7474,A man and two women in a darkened room are sitting at a table with candles,The group of people is not sitting in a dim room,3.8,CONTRADICTION
7476,A man and two women in a darkened room are sitting at a table with candles,The group of people is sitting in a dim room,3.7,ENTAILMENT
7479,Two guys are sitting around a table and holding beers in their hands,Two blokes are sitting around a table and holding beers in their hands,4.6,ENTAILMENT
7481,Two blokes are sitting around a table and holding beers in their hands,A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles,4,NEUTRAL
7483,Two guys are sitting around a table and holding beers in their hands,A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four bottles of beer,3.8,NEUTRAL
7485,Two guys are sitting around a table and holding beers in their hands,A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles,4.1,NEUTRAL
7486,The dog is chasing the ball,A dog is chasing a ball,5,ENTAILMENT
7487,A dog is chasing a ball,There is no dog chasing a ball,3.6,CONTRADICTION
7491,A dog is chasing a ball,The dog is not catching a blue ball,3.4,NEUTRAL
7492,The dog is catching a blue ball,The dog is chasing the ball,3.8,NEUTRAL
7493,There is no dog chasing a ball,The dog is catching a blue ball,3.3,NEUTRAL
7496,A person is shirtless and is putting down the beer,A person is wearing a red jacket and holding a beer,2.2,NEUTRAL
7497,"The woman is wearing a red jacket and holding a glass in front of the man in a t-shirt, which is white",The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt,5,ENTAILMENT
7499,The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt,The woman is holding a white jacket and a red glass in front of the man wearing a t-shirt,3.5,NEUTRAL
7503,The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt,A person is wearing a red jacket and carefully holding a beer,3.7,NEUTRAL
7504,The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt,A person is shirtless and is putting down the beer,2.1,NEUTRAL
7505,A person is wearing a red jacket and holding a beer,The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt,3.3,NEUTRAL
7506,Two brown dogs are playing with a frisbee in the water,Two brown dogs are playing with the frisbee in the water,4.9,ENTAILMENT
7507,Two brown dogs are playing with a frisbee in the water,Two brown dogs are leaving a frisbee in the water,3.8,NEUTRAL
7508,Two dogs are battling for a frisbee in a lake,Two dogs are fighting for a frisbee in a lake,4.9,ENTAILMENT
7509,There are no dogs fighting for a frisbee in a lake,Two dogs are fighting for a frisbee in a lake,4.4,CONTRADICTION
7511,There are no dogs fighting for a frisbee in a lake,Two brown dogs are playing with a frisbee in the water,3.9,NEUTRAL
7516,A girl in pink is twirling a ribbon,There is no girl in pink twirling a ribbon,4.3,CONTRADICTION
7522,There is no girl in pink twirling a ribbon,"The girl is wearing a white shirt and a pink skirt, and is standing in front of a house",2.6,NEUTRAL
7525,There is no child playing with a water spout outdoors with the rest of his family watching,A child is playing with a water spout outdoors and the rest of his family is watching,3.1,CONTRADICTION
7526,A child is watching someone playing outdoors and is spouting water over the rest of his family ,A child is playing with a water spout outdoors and the rest of his family is watching,3.8,NEUTRAL
7527,A hose is being held by a boy next to a man and another boy is watching,A boy is holding a hose next to a man and another boy is watching,4.9,ENTAILMENT
7532,There is no child playing with a water spout outdoors with the rest of his family watching,A boy is holding a hose next to a man and another boy is watching,2.6,NEUTRAL
7534,A child is playing with a water spout outdoors and the rest of his family is watching,A boy is holding a hose next to a man and another boy is watching,3.6,NEUTRAL
7537,A football player is running past an official carrying a football,A football player is carrying an official past a rolling football,4.1,NEUTRAL
7539,A football player in a purple jersey is running with the ball for a touchdown,There is no football player in a purple jersey running with the ball for a touchdown,4.3,CONTRADICTION
7542,A football player in a purple jersey is running with the ball for a touchdown,A person playing football is running past an official carrying a football,4.1,NEUTRAL
7543,A football player in a purple jersey is running with the ball for a touchdown,A football player is running into an official carrying a football,3.8,NEUTRAL
7545,A football player in a purple jersey is running with the ball for a touchdown,A football player is running past an official carrying a football,3.5,NEUTRAL
7547,A young girl in a blue leotard is jumping on the ground,A young girl in a blue leotard is jumping in the air,4.4,NEUTRAL
7549,A young girl in blue is jumping in the air,There is no girl in blue jumping in the air,3.7,CONTRADICTION
7550,A young girl in a blue leotard is jumping in the air,The young girl in blue is jumping in the air,4.3,ENTAILMENT
7551,A young girl in a blue leotard is jumping in the air,There is no girl in blue jumping in the air,3.3,CONTRADICTION
7553,A young girl in blue is jumping in the air,A young girl in a blue leotard is jumping on the ground,3.8,NEUTRAL
7554,A young girl in a blue leotard is jumping in the air,A young girl in blue is jumping in the air,4.2,ENTAILMENT
7556,A little boy is sitting in a green tunnel with a smile on his face,A little boy is crawling in a green tunnel with a smile on his face,4.6,NEUTRAL
7557,A small boy in a striped shirt is sliding out of a green tube,A little boy in a striped shirt is sliding out of a green tube,4.9,ENTAILMENT
7558,A small boy in a striped shirt is sliding out of a green tube,A small shirtless boy is sliding into a green tube,4.1,NEUTRAL
7559,A small boy in a green shirt is striping a sliding tube,A small boy in a striped shirt is sliding out of a green tube,3,NEUTRAL
7561,A little boy is sitting in a green tunnel with a smile on his face,A small shirtless boy is sliding into a green tube,3,NEUTRAL
7563,"A boy, who is little, is sitting in a green tunnel with a smile on his face",A small boy in a striped shirt is sliding out of a green tube,3.5,NEUTRAL
7564,A small boy in a striped shirt is sliding out of a green tube,A little boy is crawling in a green tunnel with a smile on his face,3.6,NEUTRAL
7567,The person is flying through the air on a bicycle,The person is not flying through the air on a bicycle,4.2,CONTRADICTION
7569,There is no person on a bike jumping through the air with the sun flaring through the bike frame,A person on a bike is jumping through the air and the sun is flaring through the bike frame,4.2,CONTRADICTION
7572,A person on a bike is jumping through the air and the sun is flaring through the bike frame,The person is flying through the air on the bicycle,4.4,ENTAILMENT
7573,A person on a bike is jumping through the air and the sun is flaring through the bike frame,The person is not flying through the air on a bicycle,3.6,NEUTRAL
7576,The bunch of men are playing rugby on a muddy field,The bunch of men are not playing rugby on a muddy field,3.6,CONTRADICTION
7577,The bunch of men are playing with the mud on a rugby field,The bunch of men are playing rugby on a muddy field,3.4,NEUTRAL
7580,The bunch of men are playing rugby on a muddy field,Rugby is being played by some men,4.5,ENTAILMENT
7581,The bunch of men are playing rugby on a muddy field,Some men are idling,2.2,NEUTRAL
7583,The bunch of men are not playing rugby on a muddy field,Some men are playing rugby,3.5,NEUTRAL
7587,The bike rider is not looking at the accident of another bike rider,The bike rider is looking at an accident of another bike rider,3.5,CONTRADICTION
7588,A person is looking at a bike designed for motocross that is lying on its side and another is racing by,A person is looking at a motocross bike that is lying on its side and another is racing by,4.5,ENTAILMENT
7594,The bike rider is looking at an accident of another bike rider,A person is looking at a motocross bike that is lying on its side and another is racing by,3.8,NEUTRAL
7599,A brown dog and a grey dog are fighting in the snow,A brown dog and a gray dog are playing in the snow,3.8,NEUTRAL
7603,There are no dogs playing in the snow,A brown dog and a gray dog are playing in the snow,3.9,CONTRADICTION
7606,A young woman is getting a tattoo on her hand,A girl is getting a tattoo on her hand,4.5,ENTAILMENT
7608,A tattoo is being drawn by the woman in the white sweater on the hand of a teenager,The woman in the white sweater is drawing a tattoo on the hand of a teenager,4.9,ENTAILMENT
7609,The woman in the white sweater is not drawing a tattoo on the hand of a teenager,The woman in the white sweater is drawing a tattoo on the hand of a teenager,3.9,CONTRADICTION
7611,The woman in the white sweater is not drawing a tattoo on the hand of a teenager,A girl is getting a tattoo on her hand,2.9,NEUTRAL
7612,A young woman is getting a tattoo on her hand,The woman in the white sweater is drawing a tattoo on the hand of a teenager,3.515,NEUTRAL
7613,A girl is getting a tattoo removed from her hand,The woman in the white sweater is drawing a tattoo on the hand of a teenager,2.4,NEUTRAL
7616,A woman in a purple top is walking a bicycle between two stone columns,There is no woman in a purple top walking a bicycle between two stone columns,3.5,CONTRADICTION
7618,A girl dressed in purple and blue is slowly walking beside her bike at night,A girl dressed in purple and blue is walking beside her bike at night,4.3,ENTAILMENT
7619,A girl dressed in purple and blue is walking beside her bike at night,A naked girl is walking beside her bike at night,3.5,NEUTRAL
7622,A girl dressed in purple and blue is walking beside her bike at night,A woman in a top which is purple is walking a bicycle between two stone columns,3.1,NEUTRAL
7625,A girl dressed in purple and blue is walking beside her bike at night,A woman in a purple top is walking a bicycle between two stone columns,3.2,NEUTRAL
7629,A man is standing bare-chested beside a yellow canoe on some rocks with water in the background,A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background,3.7,NEUTRAL
7630,A man is wearing a red jacket and standing beside a yellow canoe on some boulders with water in the background,A man in a red jacket is standing next to a yellow kayak on some rocks by the ocean,4.2,NEUTRAL
7634,A man in a red jacket is standing next to a yellow kayak on some rocks by the ocean,A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background,4,NEUTRAL
7636,The black dog is walking along a tree trunk bridge over water,The black dog is not walking along a tree trunk bridge over water,3.7,CONTRADICTION
7638,A dog is crossing a river on a bridge made from a fallen tree,There is no dog crossing a river on a bridge made from a fallen tree,2.8,CONTRADICTION
7639,A tree is falling over a bridge made over the river which a dog is crossing,A dog is crossing a river on a bridge made from a fallen tree,4.1,ENTAILMENT
7641,The black dog is walking along a tree trunk bridge over water,There is no dog crossing a river on a bridge made from a fallen tree,4.1,CONTRADICTION
7642,The black dog is walking along a tree trunk bridge over water,A tree is falling over a bridge made over the river which a dog is crossing,3.6,ENTAILMENT
7643,The dog with the black coat is walking along a tree trunk bridge over water,A dog is crossing a river on a bridge made from a fallen tree,4,NEUTRAL
7647,A child in a green and white sports uniform is resting on the grass,A child in a green and white sports uniform is running over the grass,3.7,CONTRADICTION
7648,A little boy is proudly wearing a green soccer strip and is running on the grass,A little boy is wearing a green soccer strip and is running on the grass,4.5,ENTAILMENT
7651,A child in a green and white sports uniform is running over the grass,There is no little boy wearing a green soccer strip and running on the grass,2.9,NEUTRAL
7652,A child in a green and white uniform for sports is running over the grass,A little boy is wearing a green soccer strip and is running on the grass,4.1,NEUTRAL
7653,A little boy is wearing a green soccer strip and is running on the grass,A child in a green and white sports uniform is resting on the grass,3.4,NEUTRAL
7654,A child in a green and white sports uniform is running over the grass,A little boy is wearing a green soccer strip and is running on the grass,4.2,NEUTRAL
7657,A girl in a black hat is wearing a bikini at the beach,A black girl with no bikini is wearing a hat at the beach,2.7,NEUTRAL
7658,A young lady in a bikini is lying on the beach,A lady who looks young is lying on the beach,4.3,ENTAILMENT
7659,A young lady in a bikini is lying on the beach,A young lady in a bikini is standing on the beach,4.2,NEUTRAL
7660,A lady who looks young is lying on the beach,A girl in a black hat is wearing a bikini at the beach,3.3,NEUTRAL
7662,The girl in the black hat is wearing a bikini at the beach,A young lady in a bikini is lying on the beach,3.5,NEUTRAL
7665,A young lady in a bikini is lying on the beach,A girl in a black hat is wearing a bikini at the beach,3.7,NEUTRAL
7666,The man is doing a handstand on the wet shore at the edge of the water at the beach,The man is doing a handstand on the wet sand at the edge of the water at the beach,4.5,ENTAILMENT
7668,A man is performing a handstand on the beach,A handstand is being performed by a man on the beach,4.9,ENTAILMENT
7669,A man is sitting on the beach,A man is performing a handstand on the beach,3.2,NEUTRAL
7670,The man is doing a handstand on the wet sand at the edge of the water at the beach,A handstand is being performed by a man on the beach,4.4,ENTAILMENT
7672,The man is doing a handstand on the wet shore at the edge of the water at the beach,A man is performing a handstand on the beach,4.7,ENTAILMENT
7675,A boy of young age is playing in the park with his mother,A young boy is playing in the park with his mother,4.9,ENTAILMENT
7678,The boy in blue is running away from the woman in blue,A boy in blue is running away from a woman in blue,5,ENTAILMENT
7680,A young boy is playing in the park with his mother,The boy in blue is running away from the woman in blue,2,NEUTRAL
7681,A young boy is playing in the park with his mother,A boy in blue is running towards a woman in blue,2.9,NEUTRAL
7682,A boy of young age is playing in the park with his mother,A boy in blue is running away from a woman in blue,3.3,NEUTRAL
7687,A little boy with brown hair is jumping off of a brown chair onto the floor,There is no little boy with brown hair jumping off of a brown chair onto the floor,3.9,CONTRADICTION
7688,A young boy is quickly jumping off a chair,A young boy is jumping off a chair,4.3,ENTAILMENT
7689,A young boy is jumping off a chair,A young boy is jumping onto a chair,4.4,CONTRADICTION
7692,One little boy with brown hair is jumping off of the brown chair onto the floor,A young boy is jumping off a chair,4.2,ENTAILMENT
7697,Two balls are bouncing against some colorful kids,Two kids are bouncing on colorful balls,3.5,NEUTRAL
7699,The children are not wearing black tights and are not hopping,The children are wearing black tights and hopping,3.8,CONTRADICTION
7700,Two kids are bouncing on colorful balls,Some children are wearing black tights and hopping,2.3,NEUTRAL
7701,The children are not wearing black tights and are not hopping,Two kids are bouncing on colorful balls,2.6,NEUTRAL
7702,Two children are bouncing on colorful balls,The children are wearing black tights and hopping,2.3,NEUTRAL
7703,Two kids are sitting on colorful balls,The children are wearing black tights and hopping,1.6,NEUTRAL
7707,A little girl is frowning and taking off a fake nose and glasses,A little girl is smiling and wearing a fake nose and glasses,3.1,NEUTRAL
7711,A little girl is smiling and wearing a fake nose and glasses,The blonde girl with the pink top is not smiling and not wearing funny glasses with a large nose attached,2.8,NEUTRAL
7712,The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,The little girl is smiling and wearing a fake nose and glasses,4.3,ENTAILMENT
7714,The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,A little girl is smiling and wearing a fake nose and glasses,4.1,ENTAILMENT
7716,A man is squirting water into the mouth of a white dog with a squirt gun,There is no man squirting water into the mouth of a white dog with a squirt gun,4.4,CONTRADICTION
7719,A man is squirting water into the mouth of a white dog with a squirt gun,The man is spraying a super soaker into the mouth of the dog,4.2,NEUTRAL
7722,A man is spraying a super soaker into the mouth of a dog,There is no man squirting water into the mouth of a white dog with a squirt gun,3.1,CONTRADICTION
7723,A man is spraying a super soaker into the mouth of a dog,A man is squirting water into the mouth of a white dog with a squirt gun,4,NEUTRAL
7724,A boy under an umbrella is being held by his father who is wearing a coat dyed in blue,A boy under an umbrella is being held by his father who is wearing a blue coat,4.6,ENTAILMENT
7728,A child is experiencing a new world,A child is falling asleep,2.7,NEUTRAL
7729,A boy under an umbrella is being held by his father who is wearing a blue coat,A child is amazedly experiencing a new world,1.6,NEUTRAL
7731,A child is experiencing a new world,A boy under an umbrella is being held by his father who is wearing a coat dyed in blue,1.8,NEUTRAL
7732,A child is experiencing a new world,A boy under an umbrella is being let go by his father who is wearing a blue coat,1.2,NEUTRAL
7733,"A boy, who is wearing a blue coat, is being held by his father under an umbrella ",A child is experiencing a new world,1.7,NEUTRAL
7739,A dog is playing alone on the shore covered by snow,A dog is walking along a snowdrift,3.6,NEUTRAL
7740,A dog is sleeping on a beach covered by snow,A dog is walking along a snowdrift,2.7,NEUTRAL
7741,A dog is walking along the snowdrift,A dog is playing alone on a beach covered by snow,2.7,NEUTRAL
7742,A dog is playing alone on a beach covered by snow,There is no dog walking along a snowdrift,2.9,NEUTRAL
7744,A light brown dog is running up a street,The light brown dog is running up a street,5,ENTAILMENT
7746,The dog is running into a brown light,A light brown dog is running up a street,2.835,NEUTRAL
7747,A great dog is climbing a steep hill,A great dog is wildly climbing a steep hill,4.5,ENTAILMENT
7751,A great dog is climbing a steep hill,The light brown dog is running up a street,3.1,NEUTRAL
7752,A great dog is climbing a steep hill,There is no light brown dog running up a street,2.5,NEUTRAL
7753,The dog is running into a brown light,A great dog is climbing a steep hill,1.7,NEUTRAL
7754,A great dog is climbing a steep hill,A light brown dog is running up a street,2.6,NEUTRAL
7755,A man and a woman are walking down the street of a city,A man and a woman are walking down a city street,4.8,ENTAILMENT
7757,People are walking through a crowded street,People are walking through a street which is crowded,4.815,ENTAILMENT
7760,People are walking through a street which is crowded,A man and a woman are walking down a city street,3.3,NEUTRAL
7763,A man and a woman are walking down the street of a city,People are walking through a crowded street,3.7,NEUTRAL
7764,People are walking through a crowded street,A man and a woman are idling in a city street,2.8,NEUTRAL
7768,A surfer is riding a big wave,The surfer is riding a big wave,5,ENTAILMENT
7769,The surfer is riding a small wave,The surfer is riding a big wave,3.9,CONTRADICTION
7771,A surfer is riding a big wave across dark green water,A surfer is riding a big wave,4.3,ENTAILMENT
7776,A surfer is riding a big wave across dark green water,The surfer is riding a big wave,4.4,ENTAILMENT
7777,The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,The shirtless man in striped shorts and sunglasses is standing near a person in a white shirt and sunglasses,4.5,ENTAILMENT
7778,The shirtless man in striped shorts and sunglasses is not standing near a man in a white shirt and sunglasses,The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,3.1,CONTRADICTION
7779,The muscular black man is dancing and the man behind him is wearing green beads,The muscular man is dancing and the man behind him is wearing green beads,4.4,ENTAILMENT
7780,The muscular black man is dancing and the man behind him is wearing green beads,The muscular white man is dancing and the man behind him is wearing green beads,3.7,NEUTRAL
7781,The muscular man is dancing and the man behind him is wearing green beads,The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,2.1,NEUTRAL
7782,The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,The muscular white man is dancing and the man behind him is wearing green beads,2.1,NEUTRAL
7784,The muscular black man is dancing and the man behind him is wearing green beads,The shirtless man in striped shorts and sunglasses is not standing near a man in a white shirt and sunglasses,2,NEUTRAL
7785,The muscular black man is dancing and the man behind him is wearing green beads,The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,2.265,NEUTRAL
7787,There is no person wearing grey pants who is airborne on a snowboard,A person wearing grey pants is airborne on a snowboard,3,CONTRADICTION
7790,A snowboarder is jumping through the air,A person wearing grey pants is airborne on a snowboard,4.2,NEUTRAL
7792,A person is wearing grey pants on a snowboard,A snowboarding man is jumping through the air,3.5,NEUTRAL
7793,There is no person wearing grey pants who is airborne on a snowboard,A snowboarding man is jumping through the air,2.7,NEUTRAL
7794,A snowboarding man is jumping through the air,A person wearing grey pants is airborne on a snowboard,4,NEUTRAL
7798,A tennis player with a green headband is hitting the ball,A tennis player with a green headband is missing the ball,4.4,CONTRADICTION
7804,A man is crouching and holding a camera,A person is crouching and holding a camera,4.6,ENTAILMENT
7805,A man is crouching and holding a camera,A woman is crouching and holding a camera,3.7,NEUTRAL
7807,A man is squatting in brush and taking a photograph,There is no man squatting in brush and taking a photograph,3.7,CONTRADICTION
7808,A man is squatting in brush and taking a photo,A man is crouching and holding a camera,3.7,ENTAILMENT
7810,A man is squatting in brush and taking a photograph,A person is crouching and holding a camera,4.1,ENTAILMENT
7811,A man is squatting in brush and taking a photograph,A woman is crouching and holding a camera,3.2,NEUTRAL
7813,Some dogs are playing in a river,Some dogs are playing in a stream,4.6,ENTAILMENT
7817,Some dogs are playing in a stream,Two dogs are looking at something that is moving in the water,3.2,NEUTRAL
7819,Two dogs are looking at something that is splashing in the water,Some dogs are playing in a river,3.3,NEUTRAL
7821,Two dogs are looking at something that is splashing in the water,Some dogs are playing in a stream,3,NEUTRAL
7822,A black dog is jumping from a cylindrical hay bale,A black dog is leaping from a cylindrical hay bale,4.9,ENTAILMENT
7823,A white dog is leaping from a cylindrical hay bale,A black dog is leaping from a cylindrical hay bale,3.6,NEUTRAL
7834,A brown dog is jumping in the air,There is no brown dog jumping in the air,3.3,CONTRADICTION
7836,There is no brown dog jumping in the air,The brown dog is jumping in the air,3.5,CONTRADICTION
7838,A brown dog is jumping in the water,A brown dog is jumping in the air,3.8,NEUTRAL
7839,The brown dog is jumping in the air,A brown dog is jumping in the air,4.5,ENTAILMENT
7841,A man on a horse is riding on a track and waving,A man on a motorcycle is riding on a track and waving,2.9,NEUTRAL
7844,A man on a motorcycle is riding on a track and waving,The person on the motorcycle is holding up his arm,4,NEUTRAL
7847,A man on a horse is riding on a track and waving,The person on the motorcycle is holding up an arm,1.8,NEUTRAL
7849,Two adults are standing on a scooter in a field of yellow flowers,Two adults are standing on a scooter in a field of flowers,4.5,ENTAILMENT
7851,Two people wearing helmets are riding over the yellow and white flowers,Two people wearing helmets are driving over the yellow and white flowers,4.8,ENTAILMENT
7859,A person is riding a dirt bike up a dirt hill,A person is riding a dirt bike down a dirt hill,4,NEUTRAL
7861,There is no person riding a bike along a muddy trail,A person is riding a bike along a muddy trail,3.3,CONTRADICTION
7864,A man is riding a dirt bike down a dirt hill,A person is riding a bike along a muddy trail,3.9,NEUTRAL
7866,A person is riding a bike along a muddy trail,A person is riding a dirt bike down a dirt hill,3.6,NEUTRAL
7867,A man in blue is riding a horse on a dirt road,A man in blue is riding a animal on a dirt road,4.5,ENTAILMENT
7868,A man in blue is riding a horse on a dirt road,A woman in blue is riding a horse on a dirt road,3,NEUTRAL
7869,A man in blue is riding a horse on a dirt road,A man is riding a dirty horse on a blue road,3.6,NEUTRAL
7872,A white horse is being ridden by a man in a blue cowboy hat,A man in blue is riding a horse on a dirt road,3.8,NEUTRAL
7875,A man in a blue cowboy hat is riding a white horse,A woman in blue is riding a horse on a dirt road,3,NEUTRAL
7876,A man in a blue cowboy hat is riding a white horse,A man is riding a dirty horse on a blue road,2.7,NEUTRAL
7878,Three people are driving ATVs,ATVs are being driven by three people,5,ENTAILMENT
7881,Three people are driving four wheel ATVs in a street,Three people are driving four wheel ATVs in a field,3.7,NEUTRAL
7884,Three people are driving four wheel ATVs in a field,ATVs are being driven by three people,4.6,ENTAILMENT
7887,Two white dogs and one brown dog are chasing a ball,Two white dogs and one brown dog are chasing a toy,4.5,ENTAILMENT
7888,Two white dogs and one brown dog are not chasing a ball,Two white dogs and one brown dog are chasing a ball,3.2,CONTRADICTION
7890,Two white cats are playing with a brown dog and a ball,Two white dogs are playing with a brown dog and a ball,3.6,NEUTRAL
7891,Two white dogs are playing with a brown dog and a tennis ball,Two white dogs and one brown dog are chasing a ball,4,NEUTRAL
7892,Two white cats are playing with a brown dog and a ball,Two white dogs and one brown dog are chasing a ball,3.5,NEUTRAL
7893,Two white dogs are playing with a brown dog and a ball,Two white dogs and one brown dog are chasing a toy,4.3,ENTAILMENT
7896,A white race car is driving through a puddle,A white racing vehicle is driving through a puddle,4.635,ENTAILMENT
7898,The white rally car is throwing mud into the air and is approaching a bend in the track,A white rally car is throwing mud into the air and is approaching a bend in the track,4.9,ENTAILMENT
7899,A white rally car is throwing mud into the air and is approaching a bend in the track,A black rally car is throwing mud into the air and is approaching a bend in the track,3.6,NEUTRAL
7900,A white race car is driving through a puddle,The white rally car is throwing mud into the air and is approaching a bend in the track,3.5,NEUTRAL
7902,A white rally car is throwing mud into the air and is approaching a bend in the track,A white racing vehicle is driving through a puddle,4.2,ENTAILMENT
7903,A white rally car is throwing mud into the air and is approaching a bend in the track,There is no white race car driving through a puddle,3.3,NEUTRAL
7906,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,There is no dog jumping at a shiny blue soccer ball in a field of dry leaves,3.5,CONTRADICTION
7909,A big black dog is wearing a red collar and is in the leaves with a blue ball,A little black dog is wearing a red collar and is in the leaves with a blue ball,4,NEUTRAL
7912,A little black dog is wearing a red collar and is in the leaves with a blue ball,An animal is jumping at a shiny blue soccer ball in a field of dry leaves,3.2,NEUTRAL
7917,A dog is not running towards a ball,A dog is running towards a ball,2.5,CONTRADICTION
7921,A dog is running towards a ball,There is no dog running through a field and chasing a ball,2.9,NEUTRAL
7923,A dog is not running towards a ball,A dog is running through a field and is chasing a ball,2.6,CONTRADICTION
7925,Four athletes are with a man in a crowded stadium,Four athletes are with a person in a crowded stadium,4.7,ENTAILMENT
7926,Four athletes are with a man in a crowded stadium,Four athletes are with a woman in a crowded stadium,3.5,NEUTRAL
7927,A person in a pink jacket is running onto the field,A person in pink is running onto the field,4.4,ENTAILMENT
7933,A person in a pink jacket is running onto the field,Four athletes are with a man in a crowded stadium,1.5,NEUTRAL
7934,A fur scarf is being held by an Asian woman,An Asian woman is holding a fur scarf,5,ENTAILMENT
7935,An Asian woman is holding a fur scarf,There is no Asian woman holding a fur scarf,3,CONTRADICTION
7936,A woman dressed in elegant clothing is inside a crowd of people and is looking down,An elegant woman is inside a crowd of people and is looking down,4.8,ENTAILMENT
7939,An Asian woman is holding a fur scarf,A woman dressed in elegant clothing is inside a crowd of people and is looking up,1.7,NEUTRAL
7940,A woman dressed in elegant clothing is inside a crowd of people and is looking down,A fur scarf is being held by an Asian woman,1.9,NEUTRAL
7946,A boy in a white t-shirt is splashing in shallow water,There is no boy in a white t-shirt splashing in shallow water,3,CONTRADICTION
7949,A boy in a white t-shirt is splashing in shallow water,A boy is running through the sea at the beach,3.3,NEUTRAL
7953,Two football players are scrambling for the ball on the court,Two basketball players are scrambling for the ball on the court,3,NEUTRAL
7954,A basketball player is on the court floor and another one is grabbing the ball,A basketball player is on the court floor and the ball is being grabbed by another one,4.9,ENTAILMENT
7957,There is no basketball player on the court floor and no one is grabbing the ball,Two basketball players are scrambling for the ball on the court,3.5,CONTRADICTION
7959,Two football players are scrambling for the ball on the court,A basketball player is on the court floor and another one is grabbing the ball,2.5,NEUTRAL
7963,The black llama is curiously looking at the white dogs,The white dogs are looking curiously at the black llama,4.1,NEUTRAL
7964,A black sheep is standing near three white dogs,A black sheep is standing close to three white dogs,4.8,ENTAILMENT
7966,The white dogs are looking curiously at the black llama,A black sheep is standing close to three white dogs,2.8,NEUTRAL
7967,A black sheep is standing far from three white dogs,The white dogs are looking curiously at the black llama,1.9,NEUTRAL
7971,The white dogs are looking curiously at the black llama,A black sheep is standing near three white dogs,3,NEUTRAL
7972,Two poodles are in the snow and one is jumping high,Two poodles are in the snow and one is jumping,4.4,ENTAILMENT
7973,Two poodles are in the snow and one is lying down,Two poodles are in the snow and one is jumping high,3.9,NEUTRAL
7976,A grey dog is jumping toward a black and white dog in the soft snow,Two poodles are in the snow and one is jumping high,2.9,NEUTRAL
7977,Two poodles are in the snow and one is jumping high,A grey dog is jumping toward a black and white dog in the water,2.9,NEUTRAL
7980,Two poodles are in the snow and one is jumping high,A grey dog is jumping toward a black and white dog in the snow,3.7,NEUTRAL
7981,The man surrounded by photographers is wearing a gray suit and glasses,The man surrounded by men with a camera is wearing a gray suit and glasses,4.4,ENTAILMENT
7985,A photographer is being surrounded by men,A man in a suit is being surrounded by photographers,3.1,NEUTRAL
