pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment,row.sentence_A,row.sentence_B,jaccard_score,Num_words_Sentence_B,Num_words_Sentence_A,difference_in_words
2263,The man is playing the flute,A man is playing the guitar,2.9,NEUTRAL,The man is playing the flute,A man is playing the guitar,0.5714285714285714,6,6,0
2266,The woman is adding sugar to the meat slowly,The woman is adding sugar to the meat,4.55,ENTAILMENT,The woman is adding sugar to the meat slowly,The woman is adding sugar to the meat,0.875,8,9,1
2272,The woman is adding sugar to the meat,A woman is adding spices to some meat,3.9,ENTAILMENT,The woman is adding sugar to the meat,A woman is adding spices to some meat,0.5,8,8,0
2274,A dog is biting a can,A dog is dropping a can,3.3,NEUTRAL,A dog is biting a can,A dog is dropping a can,0.6666666666666666,6,6,0
2275,A dog is opening a can of food,A dog is opening a jar of food,4.3,NEUTRAL,A dog is opening a can of food,A dog is opening a jar of food,0.75,8,8,0
2277,A dog is biting a can,A dog is opening a jar of food,3.4,NEUTRAL,A dog is biting a can,A dog is opening a jar of food,0.3333333333333333,8,6,-2
2281,A dog is opening a can of food,A dog is biting a can,3.3,ENTAILMENT,A dog is opening a can of food,A dog is biting a can,0.5,6,8,2
2282,A cat is playing with a watermelon,One cat is playing with a watermelon,4.9,ENTAILMENT,A cat is playing with a watermelon,One cat is playing with a watermelon,0.8571428571428571,7,7,0
2287,A cat is playing with a watermelon,The cat isn't playing with a watermelon,3.7,CONTRADICTION,A cat is playing with a watermelon,The cat isn't playing with a watermelon,0.625,7,7,0
2288,One cat is playing with a watermelon,The cat is playing with a watermelon,5.0,ENTAILMENT,One cat is playing with a watermelon,The cat is playing with a watermelon,0.75,7,7,0
2289,The cat is playing with a watermelon,There is no cat playing with a watermelon,3.4,CONTRADICTION,The cat is playing with a watermelon,There is no cat playing with a watermelon,0.6666666666666666,8,7,-1
2291,The boy is playing a guitar,A boy is playing a guitar,4.8,ENTAILMENT,The boy is playing a guitar,A boy is playing a guitar,0.8333333333333334,6,6,0
2297,The boy is playing a guitar,A kid is playing a guitar,4.5,ENTAILMENT,The boy is playing a guitar,A kid is playing a guitar,0.5714285714285714,6,6,0
2299,A boy is playing a guitar,A kid is playing a guitar,4.8,ENTAILMENT,A boy is playing a guitar,A kid is playing a guitar,0.6666666666666666,6,6,0
2302,The woman is waterskiing fearlessly,The woman is waterskiing,4.5,ENTAILMENT,The woman is waterskiing fearlessly,The woman is waterskiing,0.8,4,5,1
2303,The woman is waterskiing,The woman is not waterskiing,4.1,CONTRADICTION,The woman is waterskiing,The woman is not waterskiing,0.8,5,4,-1
2304,A woman is wakeboarding on a lake,The woman is waterskiing fearlessly,3.4,NEUTRAL,A woman is wakeboarding on a lake,The woman is waterskiing fearlessly,0.2222222222222222,5,7,2
2305,A woman is wakeboarding on a lake,The woman is not waterskiing,3.6,CONTRADICTION,A woman is wakeboarding on a lake,The woman is not waterskiing,0.2222222222222222,5,7,2
2307,The woman is waterskiing,A woman is watching the lake,3.5,NEUTRAL,The woman is waterskiing,A woman is watching the lake,0.42857142857142855,6,4,-2
2308,The woman is waterskiing,A woman is wakeboarding on a lake,3.6,NEUTRAL,The woman is waterskiing,A woman is wakeboarding on a lake,0.25,7,4,-3
2309,Someone is banging the lens of a camera against a nail,Someone is banging a camera lens against a nail,4.9,ENTAILMENT,Someone is banging the lens of a camera against a nail,Someone is banging a camera lens against a nail,0.8,9,11,2
2310,Someone is banging a camera lens against a nail,There is no one banging a camera lens against a nail,3.3,CONTRADICTION,Someone is banging a camera lens against a nail,There is no one banging a camera lens against a nail,0.6363636363636364,11,9,-2
2311,Someone is nailing a camera lens with loud bangs,Someone is banging a camera lens against a nail,4.1,NEUTRAL,Someone is nailing a camera lens with loud bangs,Someone is banging a camera lens against a nail,0.4166666666666667,9,9,0
2314,The man is hammering a nail with a camera,The camera man is nailing a hammer to the wall,3.1,NEUTRAL,The man is hammering a nail with a camera,The camera man is nailing a hammer to the wall,0.4166666666666667,10,9,-1
2315,Someone is banging a camera lens against a nail,A camera is being hammered onto the nail by the man,3.535,NEUTRAL,Someone is banging a camera lens against a nail,A camera is being hammered onto the nail by the man,0.2857142857142857,11,9,-2
2316,Someone is banging a camera lens against a nail,The man is not hammering a nail with a camera,3.6,CONTRADICTION,Someone is banging a camera lens against a nail,The man is not hammering a nail with a camera,0.3076923076923077,10,9,-1
2317,The camera man is nailing a hammer to the wall,Someone is banging a camera lens against a nail,2.3,NEUTRAL,The camera man is nailing a hammer to the wall,Someone is banging a camera lens against a nail,0.21428571428571427,9,10,1
2318,Someone is banging the lens of a camera against a nail,The man is hammering a nail with a camera,4.5,ENTAILMENT,Someone is banging the lens of a camera against a nail,The man is hammering a nail with a camera,0.38461538461538464,9,11,2
2319,There is no one banging a camera lens against a nail,The man is hammering a nail with a camera,4.2,NEUTRAL,There is no one banging a camera lens against a nail,The man is hammering a nail with a camera,0.2857142857142857,9,11,2
2322,A person is slicing an onion,A person is cutting an onion,4.8,ENTAILMENT,A person is slicing an onion,A person is cutting an onion,0.7142857142857143,6,6,0
2327,A person is eating a cut onion,A person is cutting an onion,3.6,NEUTRAL,A person is eating a cut onion,A person is cutting an onion,0.5,6,7,1
2329,There is no person cutting an onion,A person is cutting an onion,4.0,CONTRADICTION,There is no person cutting an onion,A person is cutting an onion,0.625,6,7,1
2330,A person is cutting an onion,A person is eating a cut onion,3.4,NEUTRAL,A person is cutting an onion,A person is eating a cut onion,0.5,7,6,-1
2332,A person is wrapping up an onion,A person is cutting an onion,3.5,NEUTRAL,A person is wrapping up an onion,A person is cutting an onion,0.625,6,7,1
2333,A person near an onion has a cut,A person is cutting an onion,3.2,NEUTRAL,A person near an onion has a cut,A person is cutting an onion,0.4444444444444444,6,8,2
2338,The oriental lady is cutting a carrot into thin pieces,The oriental lady is not cutting a carrot into thin pieces,4.1,CONTRADICTION,The oriental lady is cutting a carrot into thin pieces,The oriental lady is not cutting a carrot into thin pieces,0.9090909090909091,11,10,-1
2339,A thin lady is piecing together oriental carrot cuts,The oriental lady is cutting a carrot into thin pieces,3.1,NEUTRAL,A thin lady is piecing together oriental carrot cuts,The oriental lady is cutting a carrot into thin pieces,0.46153846153846156,10,9,-1
2340,The oriental lady is cutting a carrot into pieces that are thin,A woman is slicing a carrot,4.0,ENTAILMENT,The oriental lady is cutting a carrot into pieces that are thin,A woman is slicing a carrot,0.21428571428571427,6,12,6
2341,The oriental lady is not cutting a carrot into thin pieces,A woman is slicing a carrot,2.7,NEUTRAL,The oriental lady is not cutting a carrot into thin pieces,A woman is slicing a carrot,0.23076923076923078,6,11,5
2344,There is no woman slicing a carrot,The oriental lady is cutting a carrot into thin pieces,2.4,CONTRADICTION,There is no woman slicing a carrot,The oriental lady is cutting a carrot into thin pieces,0.21428571428571427,10,7,-3
2348,A man is pouring a plate of shredded cheese into a pot of sauce,A man is pouring a pot of cheese sauce into a shredded plate,3.0,NEUTRAL,A man is pouring a plate of shredded cheese into a pot of sauce,A man is pouring a pot of cheese sauce into a shredded plate,1.0,13,14,1
2350,The lady is adding cheese to the sauce,The woman is removing cheese from the sauce,3.4,CONTRADICTION,The lady is adding cheese to the sauce,The woman is removing cheese from the sauce,0.4,8,8,0
2351,A man is pouring a plate of shredded cheese into a pot of sauce,The woman is adding cheese to the sauce,2.6,NEUTRAL,A man is pouring a plate of shredded cheese into a pot of sauce,The woman is adding cheese to the sauce,0.2,8,14,6
2352,A man is pouring a plate of shredded cheese into a pot of sauce,The woman is removing cheese from the sauce,2.6,NEUTRAL,A man is pouring a plate of shredded cheese into a pot of sauce,The woman is removing cheese from the sauce,0.2,8,14,6
2358,A person is burning some cameras with a blow torch,A person is repairing some cameras with a blow torch,3.6,NEUTRAL,A person is burning some cameras with a blow torch,A person is repairing some cameras with a blow torch,0.8,10,10,0
2359,A person by some cameras is blowing on a burning torch,A person is burning some cameras with a blow torch,3.3,NEUTRAL,A person by some cameras is blowing on a burning torch,A person is burning some cameras with a blow torch,0.5833333333333334,10,11,1
2360,The tall person is setting fire to the cameras,The person is setting fire to the cameras,4.5,ENTAILMENT,The tall person is setting fire to the cameras,The person is setting fire to the cameras,0.875,8,9,1
2363,There is no person setting fire to the cameras,A person is burning some cameras with a blow torch,3.9,CONTRADICTION,There is no person setting fire to the cameras,A person is burning some cameras with a blow torch,0.2,10,9,-1
2365,The person is setting fire to the cameras,A person is repairing some cameras with a blow torch,3.1,NEUTRAL,The person is setting fire to the cameras,A person is repairing some cameras with a blow torch,0.23076923076923078,10,8,-2
2368,A man is playing the guitar,One man is playing the guitar,4.9,ENTAILMENT,A man is playing the guitar,One man is playing the guitar,0.7142857142857143,6,6,0
2369,A man is playing the guitar,There is no man playing the guitar,3.4,CONTRADICTION,A man is playing the guitar,There is no man playing the guitar,0.625,7,6,-1
2374,The man is playing an acoustic guitar,One man is playing the guitar,4.1,ENTAILMENT,The man is playing an acoustic guitar,One man is playing the guitar,0.625,6,7,1
2375,The man is playing an acoustic guitar,There is no man playing the guitar,4.2,CONTRADICTION,The man is playing an acoustic guitar,There is no man playing the guitar,0.5555555555555556,7,7,0
2377,A person is cutting an onion into pieces,A person is dicing an onion,4.7,ENTAILMENT,A person is cutting an onion into pieces,A person is dicing an onion,0.5555555555555556,6,8,2
2381,A carrot is being sliced into pieces by a person,A person is cutting an onion into pieces,3.2,NEUTRAL,A carrot is being sliced into pieces by a person,A person is cutting an onion into pieces,0.4166666666666667,8,10,2
2383,A person is slicing a carrot into pieces,A person is dicing an onion,2.9,NEUTRAL,A person is slicing a carrot into pieces,A person is dicing an onion,0.3,6,8,2
2386,The man is slicing a potato,The person is carefully slicing a potato,4.2,NEUTRAL,The man is slicing a potato,The person is carefully slicing a potato,0.625,7,6,-1
2388,The man is cooking slices of potato,The man is slicing a potato,3.7,NEUTRAL,The man is cooking slices of potato,The man is slicing a potato,0.4444444444444444,6,7,1
2391,The man is slicing a potato,The person is slicing the potato,4.6,ENTAILMENT,The man is slicing a potato,The person is slicing the potato,0.5714285714285714,6,6,0
2397,Somebody is cutting a tomato,Someone is cutting a tomato,5.0,ENTAILMENT,Somebody is cutting a tomato,Someone is cutting a tomato,0.6666666666666666,5,5,0
2400,The woman is holding a whole tomato,The lady is slicing a tomato,3.7,NEUTRAL,The woman is holding a whole tomato,The lady is slicing a tomato,0.4444444444444444,6,7,1
2401,The woman is slicing a tomato,Someone is cutting a tomato,4.5,ENTAILMENT,The woman is slicing a tomato,Someone is cutting a tomato,0.375,5,6,1
2407,A man is cleaning a dish,A man is preparing some dish,3.2,NEUTRAL,A man is cleaning a dish,A man is preparing some dish,0.5714285714285714,6,6,0
2409,The woman is not slicing an onion with a knife,The woman is slicing an onion with a knife,3.3,CONTRADICTION,The woman is not slicing an onion with a knife,The woman is slicing an onion with a knife,0.9,9,10,1
2413,A man is cleaning a dish,The woman is slicing an onion with a knife,1.4,NEUTRAL,A man is cleaning a dish,The woman is slicing an onion with a knife,0.16666666666666666,9,6,-3
2414,The woman is slicing an onion with a knife,A man is preparing some dish,2.2,NEUTRAL,The woman is slicing an onion with a knife,A man is preparing some dish,0.15384615384615385,6,9,3
2415,Some runners are competing in a race,Runners are competing in a race,4.9,ENTAILMENT,Some runners are competing in a race,Runners are competing in a race,0.8571428571428571,6,7,1
2422,Some runners are competing in a race,The runners are racing around a track,3.835,NEUTRAL,Some runners are competing in a race,The runners are racing around a track,0.2727272727272727,7,7,0
2423,The runners are racing around a track,Runners are not taking part in the race,3.8,CONTRADICTION,The runners are racing around a track,Runners are not taking part in the race,0.25,8,7,-1
2426,A man is racing,A man is running,4.1,NEUTRAL,A man is racing,A man is running,0.6,4,4,0
2429,There is no man running down the road,A man is running down the road,3.4,CONTRADICTION,There is no man running down the road,A man is running down the road,0.6666666666666666,7,8,1
2431,A man is running,There is no man running down the road,3.6,NEUTRAL,A man is running,There is no man running down the road,0.3333333333333333,8,4,-4
2436,A man is idling,A man is playing the keyboard with his nose,1.8,NEUTRAL,A man is idling,A man is playing the keyboard with his nose,0.3,9,4,-5
2438,The man is funnily playing the piano with his nose,The man is playing the piano with his nose,4.6,ENTAILMENT,The man is funnily playing the piano with his nose,The man is playing the piano with his nose,0.8888888888888888,9,10,1
2440,The man is funnily playing the piano with his nose,A man is playing the keyboard with his nose,4.7,ENTAILMENT,The man is funnily playing the piano with his nose,A man is playing the keyboard with his nose,0.6363636363636364,9,10,1
2441,There is no man playing the piano with his nose,A man is playing the keyboard with his nose,2.9,CONTRADICTION,There is no man playing the piano with his nose,A man is playing the keyboard with his nose,0.5833333333333334,9,10,1
2445,The man is playing the piano with his nose,A man is playing the keyboard with his nose,4.5,ENTAILMENT,The man is playing the piano with his nose,A man is playing the keyboard with his nose,0.7,9,9,0
2447,A baby rhino is shunning an adult rhino,A baby rhino is following an adult rhino,3.5,CONTRADICTION,A baby rhino is shunning an adult rhino,A baby rhino is following an adult rhino,0.75,8,8,0
2450,A baby rhino is walking around a pen with its mother,A baby rhino and its mother are standing in a pen,3.6,NEUTRAL,A baby rhino is walking around a pen with its mother,A baby rhino and its mother are standing in a pen,0.42857142857142855,11,11,0
2455,A baby rhino is walking around a pen with its mother,"A rhino, which is little, is following an adult rhino",4.2,ENTAILMENT,A baby rhino is walking around a pen with its mother,"A rhino, which is little, is following an adult rhino",0.1875,10,11,1
2456,A baby rhino is shunning an adult rhino,A baby rhino is walking around a pen with its mother,3.215,NEUTRAL,A baby rhino is shunning an adult rhino,A baby rhino is walking around a pen with its mother,0.3076923076923077,11,8,-3
2457,A baby rhino is walking around a pen with its mother,A baby and an adult are being followed by a rhino,2.8,NEUTRAL,A baby rhino is walking around a pen with its mother,A baby and an adult are being followed by a rhino,0.17647058823529413,11,11,0
2458,A baby rhino is walking around a pen with its mother,A baby rhino is following an adult rhino,4.1,ENTAILMENT,A baby rhino is walking around a pen with its mother,A baby rhino is following an adult rhino,0.3076923076923077,8,11,3
2459,A man is riding a motorbike,A man is riding a motorcycle,5.0,ENTAILMENT,A man is riding a motorbike,A man is riding a motorcycle,0.6666666666666666,6,6,0
2465,A man is riding a motorcycle through the town,A man is riding a motorbike,4.6,ENTAILMENT,A man is riding a motorcycle through the town,A man is riding a motorbike,0.4444444444444444,6,9,3
2466,A man is riding a motorcycle through the town,A man is getting off the motorcycle,2.865,NEUTRAL,A man is riding a motorcycle through the town,A man is getting off the motorcycle,0.5,7,9,2
2467,A man is riding a motorcycle through the town,A man is riding a motorcycle,4.4,ENTAILMENT,A man is riding a motorcycle through the town,A man is riding a motorcycle,0.625,6,9,3
2472,Some persons are singing,A group of people is singing,4.8,ENTAILMENT,Some persons are singing,A group of people is singing,0.1111111111111111,6,4,-2
2474,Some people are singing,A few people are singing,4.7,ENTAILMENT,Some people are singing,A few people are singing,0.5,5,4,-1
2486,One man is dancing,A man is dancing,4.6,ENTAILMENT,One man is dancing,A man is dancing,0.6,4,4,0
2491,A man is dancing,A man is silent,2.3,NEUTRAL,A man is dancing,A man is silent,0.6,4,4,0
2494,A man is dancing,A man is speaking,1.7,NEUTRAL,A man is dancing,A man is speaking,0.6,4,4,0
2495,A man is carefully climbing a rope,A man is climbing a rope,4.5,ENTAILMENT,A man is carefully climbing a rope,A man is climbing a rope,0.8333333333333334,6,7,1
2496,A man is untying a rope,A man is climbing a rope,3.15,NEUTRAL,A man is untying a rope,A man is climbing a rope,0.6666666666666666,6,6,0
2497,A man is being roped before a climb,A man is climbing a rope,3.1,NEUTRAL,A man is being roped before a climb,A man is climbing a rope,0.3333333333333333,6,8,2
2499,There is no panda climbing,A panda is climbing,3.3,CONTRADICTION,There is no panda climbing,A panda is climbing,0.5,4,5,1
2500,One panda is climbing,A man is climbing a rope,1.6,NEUTRAL,One panda is climbing,A man is climbing a rope,0.2857142857142857,6,4,-2
2505,A panda is climbing,A man is climbing a rope,1.6,NEUTRAL,A panda is climbing,A man is climbing a rope,0.5,6,4,-2
2506,A woman is dancing beautifully in a cage,A woman is dancing in a cage,4.8,ENTAILMENT,A woman is dancing beautifully in a cage,A woman is dancing in a cage,0.8571428571428571,7,8,1
2508,A woman is being caged for the dance,A woman is dancing in a cage,3.9,NEUTRAL,A woman is being caged for the dance,A woman is dancing in a cage,0.2727272727272727,7,8,1
2509,The woman is dancing,The lady is dancing,5.0,ENTAILMENT,The woman is dancing,The lady is dancing,0.6,4,4,0
2510,The woman is dancing,The woman is not dancing,3.8,CONTRADICTION,The woman is dancing,The woman is not dancing,0.8,5,4,-1
2514,There is no woman dancing in a cage,The woman is dancing,3.4,NEUTRAL,There is no woman dancing in a cage,The woman is dancing,0.3333333333333333,4,8,4
2515,A woman is being caged for the dance,The woman is dancing,3.3,NEUTRAL,A woman is being caged for the dance,The woman is dancing,0.3333333333333333,4,8,4
2518,Four people are floating on a raft,Nobody is floating on a raft,4.15,CONTRADICTION,Four people are floating on a raft,Nobody is floating on a raft,0.4444444444444444,6,7,1
2521,People are riding and paddling a raft,People are paddling near a raft that is being ridden,4.0,NEUTRAL,People are riding and paddling a raft,People are paddling near a raft that is being ridden,0.4166666666666667,10,7,-3
2529,A cat is eating corn on the cob,There is no cat eating corn on the cob,3.8,CONTRADICTION,A cat is eating corn on the cob,There is no cat eating corn on the cob,0.7,9,8,-1
2530,A cat is eating some corn,The cat is eating some corn,5.0,ENTAILMENT,A cat is eating some corn,The cat is eating some corn,0.7142857142857143,6,6,0
2538,Someone is slicing a tomato,Nobody is slicing a tomato,3.9,CONTRADICTION,Someone is slicing a tomato,Nobody is slicing a tomato,0.6666666666666666,5,5,0
2539,The person is quickly slicing a vegetable,The person is slicing a vegetable,4.6,ENTAILMENT,The person is quickly slicing a vegetable,The person is slicing a vegetable,0.8571428571428571,6,7,1
2540,The person isn't slicing a vegetable,The person is slicing a vegetable,4.085,CONTRADICTION,The person isn't slicing a vegetable,The person is slicing a vegetable,0.7142857142857143,6,6,0
2543,Someone is cutting a tomato,The person is slicing a vegetable,4.6,ENTAILMENT,Someone is cutting a tomato,The person is slicing a vegetable,0.2222222222222222,6,5,-1
2545,Someone is slicing a tomato,The person is slicing a vegetable,4.1,ENTAILMENT,Someone is slicing a tomato,The person is slicing a vegetable,0.375,6,5,-1
2549,There is no little girl playing the piano,A little girl is playing the piano,3.5,CONTRADICTION,There is no little girl playing the piano,A little girl is playing the piano,0.6666666666666666,7,8,1
2551,There is no little girl playing the piano,A little girl is playing a grand piano on stage,2.6,CONTRADICTION,There is no little girl playing the piano,A little girl is playing a grand piano on stage,0.4166666666666667,10,8,-2
2553,A little girl is playing the piano,There is no little girl playing a grand piano on stage,3.6,NEUTRAL,A little girl is playing the piano,There is no little girl playing a grand piano on stage,0.5,11,7,-4
2554,A little girl is playing a grand piano on stage,A little girl is playing the piano,4.4,ENTAILMENT,A little girl is playing a grand piano on stage,A little girl is playing the piano,0.6,7,10,3
2555,A man is playing the guitar,A man is playing a guitar,4.9,ENTAILMENT,A man is playing the guitar,A man is playing a guitar,0.8333333333333334,6,6,0
2561,A man is playing the guitar,Someone is playing the guitar,4.6,ENTAILMENT,A man is playing the guitar,Someone is playing the guitar,0.5714285714285714,5,6,1
2569,The man is dancing,Three women are standing still,1.7,NEUTRAL,The man is dancing,Three women are standing still,0.0,5,4,-1
2572,The man is dancing,Three women are dancing,2.8,NEUTRAL,The man is dancing,Three women are dancing,0.14285714285714285,4,4,0
2574,There is no man playing a bamboo flute,A man is playing a bamboo flute,4.0,CONTRADICTION,There is no man playing a bamboo flute,A man is playing a bamboo flute,0.75,7,8,1
2577,A man is playing a bamboo flute,A flute is being played by the man,4.3,ENTAILMENT,A man is playing a bamboo flute,A flute is being played by the man,0.4,8,7,-1
2578,A man is playing a bamboo flute,The man is not playing a flute,3.5,CONTRADICTION,A man is playing a bamboo flute,The man is not playing a flute,0.625,7,7,0
2579,A man is playing a flute made of bamboo,The man is playing a flute,4.1,ENTAILMENT,A man is playing a flute made of bamboo,The man is playing a flute,0.5555555555555556,6,9,3
2582,A person is absently cutting mushrooms with a knife,A person is cutting mushrooms with a knife,3.7,ENTAILMENT,A person is absently cutting mushrooms with a knife,A person is cutting mushrooms with a knife,0.875,8,9,1
2583,A person is cutting mushrooms with a knife,A person is putting away the mushrooms,3.3,NEUTRAL,A person is cutting mushrooms with a knife,A person is putting away the mushrooms,0.4,7,8,1
2588,A person is absently cutting mushrooms with a knife,A person is cutting some mushrooms,4.2,ENTAILMENT,A person is absently cutting mushrooms with a knife,A person is cutting some mushrooms,0.5555555555555556,6,9,3
2589,A person is cutting some mushrooms,A person is putting away the mushrooms,3.5,NEUTRAL,A person is cutting some mushrooms,A person is putting away the mushrooms,0.4444444444444444,7,6,-1
2590,A person is cutting mushrooms with a knife,A person is cutting some mushrooms,4.8,ENTAILMENT,A person is cutting mushrooms with a knife,A person is cutting some mushrooms,0.625,6,8,2
2591,A tiger is pacing around a cage,A tiger is walking around a cage,4.8,ENTAILMENT,A tiger is pacing around a cage,A tiger is walking around a cage,0.7142857142857143,7,7,0
2592,A tiger is walking outside a cage,A tiger is walking around a cage,4.4,ENTAILMENT,A tiger is walking outside a cage,A tiger is walking around a cage,0.7142857142857143,7,7,0
2593,A tiger is walking around with no aim,A tiger is walking around aimlessly,3.965,ENTAILMENT,A tiger is walking around with no aim,A tiger is walking around aimlessly,0.5555555555555556,6,8,2
2594,A tiger is walking around aimlessly,A tiger is sitting,3.4,NEUTRAL,A tiger is walking around aimlessly,A tiger is sitting,0.42857142857142855,4,6,2
2596,A tiger is walking around with no aim,A tiger is walking around a cage,3.8,NEUTRAL,A tiger is walking around with no aim,A tiger is walking around a cage,0.5555555555555556,7,8,1
2597,A tiger is sitting,A tiger is walking around a cage,2.9,NEUTRAL,A tiger is sitting,A tiger is walking around a cage,0.42857142857142855,7,4,-3
2599,A tiger is walking around aimlessly,A tiger is pacing around a cage,4.4,NEUTRAL,A tiger is walking around aimlessly,A tiger is pacing around a cage,0.5,7,6,-1
2601,A tiger is walking around aimlessly,A tiger is walking around a cage,3.9,NEUTRAL,A tiger is walking around aimlessly,A tiger is walking around a cage,0.7142857142857143,7,6,-1
2602,A monkey is brushing the dog,The monkey is brushing the dog,5.0,ENTAILMENT,A monkey is brushing the dog,The monkey is brushing the dog,0.8333333333333334,6,6,0
2608,A monkey is brushing the dog,The monkey is not brushing a bull dog,3.2,CONTRADICTION,A monkey is brushing the dog,The monkey is not brushing a bull dog,0.75,8,6,-2
2615,The lady is dicing onions,The woman is dicing onions,5.0,ENTAILMENT,The lady is dicing onions,The woman is dicing onions,0.6666666666666666,5,5,0
2619,The woman is dicing onions,A woman is swiftly cutting an onion,4.5,NEUTRAL,The woman is dicing onions,A woman is swiftly cutting an onion,0.2,7,5,-2
2622,A man is wearing a hard hat and dancing,A man is wearing a hat which is hard and is dancing,4.9,ENTAILMENT,A man is wearing a hard hat and dancing,A man is wearing a hat which is hard and is dancing,0.8888888888888888,12,9,-3
2623,A man is wearing a hard hat and dancing,A man is naked and standing still,1.9,NEUTRAL,A man is wearing a hard hat and dancing,A man is naked and standing still,0.36363636363636365,7,9,2
2625,A man with a hard hat is dancing,The man with a hard hat is dancing,4.9,ENTAILMENT,A man with a hard hat is dancing,The man with a hard hat is dancing,0.875,8,8,0
2626,There is no man with a hard hat dancing,A man with a hard hat is dancing,3.9,CONTRADICTION,There is no man with a hard hat dancing,A man with a hard hat is dancing,0.7777777777777778,8,9,1
2627,The man with a hard hat is dancing,A man is wearing a hard hat and dancing,5.0,ENTAILMENT,The man with a hard hat is dancing,A man is wearing a hard hat and dancing,0.6,9,8,-1
2628,A man is wearing a hard hat and dancing,There is no man with a hard hat dancing,3.6,CONTRADICTION,A man is wearing a hard hat and dancing,There is no man with a hard hat dancing,0.5454545454545454,9,9,0
2630,A man is naked and standing still,A man with a hard hat is dancing,1.6,NEUTRAL,A man is naked and standing still,A man with a hard hat is dancing,0.2727272727272727,8,7,-1
2632,A man is wearing a hard hat and dancing,A man with a hard hat is dancing,4.7,ENTAILMENT,A man is wearing a hard hat and dancing,A man with a hard hat is dancing,0.6666666666666666,8,9,1
2634,Two boys are studying,Two boys are playing a video game,2.6,NEUTRAL,Two boys are studying,Two boys are playing a video game,0.375,7,4,-3
2636,Two boys on a couch are reading a book,Two boys on a couch are playing video games,3.0,NEUTRAL,Two boys on a couch are reading a book,Two boys on a couch are playing video games,0.5454545454545454,9,9,0
2637,Video games of two playing boys are on a couch,Two boys on a couch are playing video games,3.9,NEUTRAL,Video games of two playing boys are on a couch,Two boys on a couch are playing video games,0.9,9,10,1
2638,Two boys on a couch are playing games on the TV,Two boys are playing a video game,4.0,ENTAILMENT,Two boys on a couch are playing games on the TV,Two boys are playing a video game,0.4166666666666667,7,11,4
2640,Video games of two playing boys are on a couch,Two boys are playing a video game,2.9,NEUTRAL,Video games of two playing boys are on a couch,Two boys are playing a video game,0.5454545454545454,7,10,3
2643,Two boys on a couch are playing video games,Two boys are playing a video game,4.3,ENTAILMENT,Two boys on a couch are playing video games,Two boys are playing a video game,0.6,7,9,2
2650,The man is slicing vegetables,A woman is cutting a potato,3.0,NEUTRAL,The man is slicing vegetables,A woman is cutting a potato,0.1111111111111111,6,5,-1
2651,The man is slicing vegetables,There is no woman slicing a potato,2.5,NEUTRAL,The man is slicing vegetables,There is no woman slicing a potato,0.2,7,5,-2
2654,The lady is cracking an egg for the mixer,The lady isn't cracking an egg for the mixer,2.9,CONTRADICTION,The lady is cracking an egg for the mixer,The lady isn't cracking an egg for the mixer,0.7777777777777778,9,9,0
2655,The lady is carefully slicing up the meat,The lady is slicing up the meat,4.3,ENTAILMENT,The lady is carefully slicing up the meat,The lady is slicing up the meat,0.8571428571428571,7,8,1
2656,The lady is slicing up the meat,The lady isn't slicing up the meat,4.1,CONTRADICTION,The lady is slicing up the meat,The lady isn't slicing up the meat,0.7142857142857143,7,7,0
2657,The lady is eating slices of meat,The lady is slicing up the meat,3.4,NEUTRAL,The lady is eating slices of meat,The lady is slicing up the meat,0.4444444444444444,7,7,0
2660,The lady is cracking an egg for the mixer,The lady is eating slices of meat,1.7,NEUTRAL,The lady is cracking an egg for the mixer,The lady is eating slices of meat,0.25,7,9,2
2664,Some ferrets are climbing down from a shelf,Ferrets are climbing down from a shelf,4.9,ENTAILMENT,Some ferrets are climbing down from a shelf,Ferrets are climbing down from a shelf,0.875,7,8,1
2666,A few ferrets are climbing out of the cage,Several ferrets are climbing out of the cage,4.8,ENTAILMENT,A few ferrets are climbing out of the cage,Several ferrets are climbing out of the cage,0.7,8,9,1
2670,Some ferrets are climbing down from a shelf,Several ferrets are climbing out of the cage,3.7,NEUTRAL,Some ferrets are climbing down from a shelf,Several ferrets are climbing out of the cage,0.23076923076923078,8,8,0
2672,Ferrets are climbing down from a shelf,Several ferrets are climbing out of the cage,3.5,NEUTRAL,Ferrets are climbing down from a shelf,Several ferrets are climbing out of the cage,0.25,8,7,-1
2673,A man is getting into an automobile,A man is getting into a car,4.8,ENTAILMENT,A man is getting into an automobile,A man is getting into a car,0.625,7,7,0
2675,A man is hurriedly getting into a car in a garage,A man is getting into a car in a garage,4.7,ENTAILMENT,A man is hurriedly getting into a car in a garage,A man is getting into a car in a garage,0.8888888888888888,10,11,1
2680,A man is getting a garage for the car,A man is getting into a car,2.7,NEUTRAL,A man is getting a garage for the car,A man is getting into a car,0.5555555555555556,7,9,2
2682,A man is getting into a car in a garage,A man is getting off the car,3.0,NEUTRAL,A man is getting into a car in a garage,A man is getting off the car,0.5,7,10,3
2684,A person is cutting a capsicum into pieces,A capsicum is being cut into pieces by a person,4.9,ENTAILMENT,A person is cutting a capsicum into pieces,A capsicum is being cut into pieces by a person,0.6,10,8,-2
